iter	Logloss
340	0.00675912637
341	0.006724024227
342	0.006708120688
343	0.006657343237
344	0.006604595673
345	0.006594289062
346	0.006570443129
347	0.006541345873
348	0.006523653992
349	0.006499179612
350	0.006483117128
351	0.00644069207
352	0.006394966647
353	0.006367883112
354	0.006345889507
355	0.006310669989
356	0.006284172515
357	0.006274116956
358	0.006247583618
359	0.006223064814
360	0.006197752504
361	0.006140740305
362	0.006101431806
363	0.006082897512
364	0.00605490065
365	0.006054884756
366	0.006020270454
367	0.006000635767
368	0.005957545174
369	0.005946994439
370	0.005922607683
371	0.005889340751
372	0.005844382343
373	0.00581407384
374	0.005814083621
375	0.005775369334
376	0.005757644034
377	0.005737247223
378	0.005725299395
379	0.005703285413
380	0.005679419509
381	0.005679401169
382	0.005646050282
383	0.005606463832
384	0.0055835137
385	0.005561663147
386	0.005514689388
387	0.005498286598
388	0.00547448794
389	0.005468533997
390	0.005456621219
391	0.005419337036
392	0.005392513927
393	0.005366427267
394	0.005324447664
395	0.005286184539
396	0.005264830793
397	0.0052648096
398	0.005242609366
399	0.005202505731
400	0.005178943862
401	0.005161896323
402	0.005130385537
403	0.005105315722
404	0.005090521136
405	0.00506612256
406	0.005044991746
407	0.005022094189
408	0.005012850884
409	0.004997378129
410	0.00498445462
411	0.004974949258
412	0.004959487507
413	0.004949299902
414	0.004919633295
415	0.004874571776
416	0.004874571776
417	0.004857514862
418	0.00485745862
419	0.004834080558
420	0.004834080558
421	0.004834054474
422	0.004834054882
423	0.004828482
424	0.00481911969
425	0.004805279186
426	0.004772718544
427	0.004744624684
428	0.004727361141
429	0.004706754847
430	0.004678916116
431	0.004659355196
432	0.004642000769
433	0.004625547849
434	0.00460784904
435	0.004607791982
436	0.00458804318
437	0.004588030954
438	0.004572884242
439	0.004558632516
440	0.004537309337
441	0.004537283253
442	0.004522533091
443	0.004504125139
444	0.004504125139
445	0.004504037515
446	0.004503734295
447	0.004471517221
448	0.004452378526
449	0.004437534218
450	0.004423156151
451	0.004409771292
452	0.004385243114
453	0.004385243522
454	0.004385227627
455	0.004367012448
456	0.004367012448
457	0.004346382924
458	0.00434639352
459	0.004325017359
460	0.004298816176
461	0.004275905577
462	0.004261570303
463	0.004248957349
464	0.004248926375
465	0.004248913333
466	0.004248821226
467	0.004248784546
468	0.004233533093
469	0.004233533093
470	0.004233543689
471	0.004232307173
472	0.004232280275
473	0.004217330411
474	0.004217267648
475	0.004203811874
476	0.004203811874
477	0.004176707145
478	0.004165306254
479	0.004147404483
480	0.004128034706
481	0.004127887987
482	0.004127887987
483	0.004127870462
484	0.00412783745
485	0.004127825223
486	0.004127825223
487	0.004114657182
488	0.00410074128
489	0.00410074128
490	0.004100710714
491	0.00407774591
492	0.004061852969
493	0.004061848078
494	0.004047830696
495	0.00404782173
496	0.004047813579
497	0.00403561103
498	0.004025079858
499	0.004012012889
